,Date,Ratings,Titles,Reviews,cleaned_Reviews,Reviews_Token,Reviews_Lemm
70,30-Mar-19,NEGATIVE, WTF?,mixture seating eating areas fresh stylish decor staffed second visit venue busy yet staff goodness knows certainly acknowledging serving customers place survive passing tourists wont return,mixtur seat eat area fresh stylish decor staf second visit venu busi yet staff good know certainli acknowledg serv custom place surviv pass tourist wont return,"['mixture', 'seating', 'eating', 'areas', 'fresh', 'stylish', 'decor', 'staffed', 'second', 'visit', 'venue', 'busy', 'yet', 'staff', 'goodness', 'knows', 'certainly', 'acknowledging', 'serving', 'customers', 'place', 'survive', 'passing', 'tourists', 'wont', 'return']","['mixture', 'seat', 'eat', 'area', 'fresh', 'stylish', 'decor', 'staff', 'second', 'visit', 'venue', 'busy', 'yet', 'staff', 'goodness', 'know', 'certainly', 'acknowledge', 'serve', 'customer', 'place', 'survive', 'passing', 'tourist', 'wont', 'return']"
71,20-Mar-19,NEUTRAL,Ok for food,food ok know expect annoying ask bar water located downstairs water fountains tap water upstairs glasses,food ok know expect annoy ask bar water locat downstair water fountain tap water upstair glass,"['food', 'ok', 'know', 'expect', 'annoying', 'ask', 'bar', 'water', 'located', 'downstairs', 'water', 'fountains', 'tap', 'water', 'upstairs', 'glasses']","['food', 'ok', 'know', 'expect', 'annoy', 'ask', 'bar', 'water', 'locate', 'downstairs', 'water', 'fountain', 'tap', 'water', 'upstairs', 'glass']"
72,15-Mar-19,VERY POSITIVE,Vapiano Tower Bridge,first visit pasta nothing disappointed staff friendly helpful cooks vapianists attentive quick restaurant bright airy fantastic views lastly reasonably priced definitely attend happy recommend look view,first visit pasta noth disappoint staff friendli help cook vapianist attent quick restaur bright airi fantast view lastli reason price definit attend happi recommend look view,"['first', 'visit', 'pasta', 'nothing', 'disappointed', 'staff', 'friendly', 'helpful', 'cooks', 'vapianists', 'attentive', 'quick', 'restaurant', 'bright', 'airy', 'fantastic', 'views', 'lastly', 'reasonably', 'priced', 'definitely', 'attend', 'happy', 'recommend', 'look', 'view']","['first', 'visit', 'pasta', 'nothing', 'disappointed', 'staff', 'friendly', 'helpful', 'cook', 'vapianists', 'attentive', 'quick', 'restaurant', 'bright', 'airy', 'fantastic', 'view', 'lastly', 'reasonably', 'price', 'definitely', 'attend', 'happy', 'recommend', 'look', 'view']"
73,13-Mar-19,VERY POSITIVE,excellent fresh food at reasonable prices,love fact cook food front fresh ingredients always tasty quick deserts let atmosphere lovely would recommend going friends easier split bill,love fact cook food front fresh ingredi alway tasti quick desert let atmospher love would recommend go friend easier split bill,"['love', 'fact', 'cook', 'food', 'front', 'fresh', 'ingredients', 'always', 'tasty', 'quick', 'deserts', 'let', 'atmosphere', 'lovely', 'would', 'recommend', 'going', 'friends', 'easier', 'split', 'bill']","['love', 'fact', 'cook', 'food', 'front', 'fresh', 'ingredient', 'always', 'tasty', 'quick', 'desert', 'let', 'atmosphere', 'lovely', 'would', 'recommend', 'go', 'friend', 'easier', 'split', 'bill']"
74,19-Feb-19,POSITIVE,Very good food,food excellent freshly made decent sized portions reasonable price downside queues guess part experience,food excel freshli made decent size portion reason price downsid queue guess part experi,"['food', 'excellent', 'freshly', 'made', 'decent', 'sized', 'portions', 'reasonable', 'price', 'downside', 'queues', 'guess', 'part', 'experience']","['food', 'excellent', 'freshly', 'make', 'decent', 'sized', 'portion', 'reasonable', 'price', 'downside', 'queue', 'guess', 'part', 'experience']"
75,18-Feb-19,POSITIVE,Delightful,mixture seating eating areas fresh stylish decor efficient staff shall return often lovely concept,mixtur seat eat area fresh stylish decor effici staff shall return often love concept,"['mixture', 'seating', 'eating', 'areas', 'fresh', 'stylish', 'decor', 'efficient', 'staff', 'shall', 'return', 'often', 'lovely', 'concept']","['mixture', 'seat', 'eat', 'area', 'fresh', 'stylish', 'decor', 'efficient', 'staff', 'shall', 'return', 'often', 'lovely', 'concept']"
76,16-Feb-19,VERY POSITIVE,Perfection,love chain although first visit venue really friendly staff highly talented chefs visit missing,love chain although first visit venu realli friendli staff highli talent chef visit miss,"['love', 'chain', 'although', 'first', 'visit', 'venue', 'really', 'friendly', 'staff', 'highly', 'talented', 'chefs', 'visit', 'missing']","['love', 'chain', 'although', 'first', 'visit', 'venue', 'really', 'friendly', 'staff', 'highly', 'talented', 'chef', 'visit', 'miss']"
77,16-Feb-19,VERY NEGATIVE,Rude staff appalling customer service,came friday evening place busy pasta queues stupidly long decided order pizzas empty whole school canteen idea stupid work anyway ordered margherita,came friday even place busi pasta queue stupidli long decid order pizza empti whole school canteen idea stupid work anyway order margherita,"['came', 'friday', 'evening', 'place', 'busy', 'pasta', 'queues', 'stupidly', 'long', 'decided', 'order', 'pizzas', 'empty', 'whole', 'school', 'canteen', 'idea', 'stupid', 'work', 'anyway', 'ordered', 'margherita']","['come', 'friday', 'evening', 'place', 'busy', 'pasta', 'queue', 'stupidly', 'long', 'decided', 'order', 'pizza', 'empty', 'whole', 'school', 'canteen', 'idea', 'stupid', 'work', 'anyway', 'order', 'margherita']"
78,15-Feb-19,NEUTRAL,Service and good food,please try forget england try propose different pizza kinds pizza find everywhere except uk like pizza cheese cheese read pizza menu pizza seem similar,pleas tri forget england tri propos differ pizza kind pizza find everywher except uk like pizza chees chees read pizza menu pizza seem similar,"['please', 'try', 'forget', 'england', 'try', 'propose', 'different', 'pizza', 'kinds', 'pizza', 'find', 'everywhere', 'except', 'uk', 'like', 'pizza', 'cheese', 'cheese', 'read', 'pizza', 'menu', 'pizza', 'seem', 'similar']","['please', 'try', 'forget', 'england', 'try', 'propose', 'different', 'pizza', 'kind', 'pizza', 'find', 'everywhere', 'except', 'uk', 'like', 'pizza', 'cheese', 'cheese', 'read', 'pizza', 'menu', 'pizza', 'seem', 'similar']"
79,11-Feb-19,VERY POSITIVE,Impressive,great relish pizza pasta verdure favourite make perfection children loved pasta,great relish pizza pasta verdur favourit make perfect children love pasta,"['great', 'relish', 'pizza', 'pasta', 'verdure', 'favourite', 'make', 'perfection', 'children', 'loved', 'pasta']","['great', 'relish', 'pizza', 'pasta', 'verdure', 'favourite', 'make', 'perfection', 'child', 'love', 'pasta']"
80,9-Feb-19,POSITIVE,We were very pleasantly surprised,put unusual credit card arrangement faced go yes queue get pasta risotto chefs really good entertainment really liked whole system staying two puddings,put unusu credit card arrang face go ye queue get pasta risotto chef realli good entertain realli like whole system stay two pud,"['put', 'unusual', 'credit', 'card', 'arrangement', 'faced', 'go', 'yes', 'queue', 'get', 'pasta', 'risotto', 'chefs', 'really', 'good', 'entertainment', 'really', 'liked', 'whole', 'system', 'staying', 'two', 'puddings']","['put', 'unusual', 'credit', 'card', 'arrangement', 'face', 'go', 'yes', 'queue', 'get', 'pasta', 'risotto', 'chef', 'really', 'good', 'entertainment', 'really', 'like', 'whole', 'system', 'stay', 'two', 'pudding']"
81,26-Jan-19,VERY POSITIVE,Early dinner,know lots negative reviews found food excellent service quick great spot views across river towards tower london,know lot neg review found food excel servic quick great spot view across river toward tower london,"['know', 'lots', 'negative', 'reviews', 'found', 'food', 'excellent', 'service', 'quick', 'great', 'spot', 'views', 'across', 'river', 'towards', 'tower', 'london']","['know', 'lot', 'negative', 'review', 'find', 'food', 'excellent', 'service', 'quick', 'great', 'spot', 'view', 'across', 'river', 'towards', 'tower', 'london']"
82,12-Jan-19,NEGATIVE,Like A Bad School Cafeteria ,eaten numerous times since vapiano first opened never impressed time worst things really gone downhill dinner saturday evening biggest problem staff customer service people,eaten numer time sinc vapiano first open never impress time worst thing realli gone downhil dinner saturday even biggest problem staff custom servic peopl,"['eaten', 'numerous', 'times', 'since', 'vapiano', 'first', 'opened', 'never', 'impressed', 'time', 'worst', 'things', 'really', 'gone', 'downhill', 'dinner', 'saturday', 'evening', 'biggest', 'problem', 'staff', 'customer', 'service', 'people']","['eaten', 'numerous', 'time', 'since', 'vapiano', 'first', 'open', 'never', 'impressed', 'time', 'bad', 'thing', 'really', 'go', 'downhill', 'dinner', 'saturday', 'even', 'big', 'problem', 'staff', 'customer', 'service', 'people']"
83,6-Jan-19,NEGATIVE,Very limited gluten free selections,one party gluten free almost italian restaurants offer gluten free pasta many gluten free pizza vapiano offer risotto weird vegetable based alternative zoodle mixed pasta sauce long wait served,one parti gluten free almost italian restaur offer gluten free pasta mani gluten free pizza vapiano offer risotto weird veget base altern zoodl mix pasta sauc long wait serv,"['one', 'party', 'gluten', 'free', 'almost', 'italian', 'restaurants', 'offer', 'gluten', 'free', 'pasta', 'many', 'gluten', 'free', 'pizza', 'vapiano', 'offer', 'risotto', 'weird', 'vegetable', 'based', 'alternative', 'zoodle', 'mixed', 'pasta', 'sauce', 'long', 'wait', 'served']","['one', 'party', 'gluten', 'free', 'almost', 'italian', 'restaurant', 'offer', 'gluten', 'free', 'pasta', 'many', 'gluten', 'free', 'pizza', 'vapiano', 'offer', 'risotto', 'weird', 'vegetable', 'base', 'alternative', 'zoodle', 'mixed', 'pasta', 'sauce', 'long', 'wait', 'serve']"
